fullname,class,order,family,genericName,genus,description
Otomys saundersiae,Mammalia,Rodentia,Muridae,Otomys,Otomys,"Saunder's vlei rat (Otomys saundersiae) is a species of rodent in the family Muridae. It is found only in South Africa. Its natural habitats are subtropical or tropical dry shrubland, Mediterranean-type shrubby vegetation, and subtropical or tropical high-altitude grassland."
Otomys occidentalis,Mammalia,Rodentia,Muridae,Otomys,Otomys,The western vlei rat (Otomys occidentalis) is a species of rodent in the family Muridae. It is found in Cameroon and Nigeria. Its natural habitats are subtropical or tropical high-altitude grassland and swamps. It is threatened by habitat loss.
Otomys maximus,Mammalia,Rodentia,Muridae,Otomys,Otomys,"The large vlei rat (Otomys maximus) is a species of rodent in the family Muridae. It is found in Angola, Botswana, Democratic Republic of the Congo, Namibia, and Zambia. Its natural habitats are moist savanna, subtropical or tropical seasonally wet or flooded lowland grassland, and swamps."
Otomys laminatus,Mammalia,Rodentia,Muridae,Otomys,Otomys,The laminate vlei rat (Otomys laminatus) is a species of rodent in the family Muridae. It is found only in South Africa. Its natural habitats are subtropical or tropical high-altitude grassland and swamps.
Otomys denti,Mammalia,Rodentia,Muridae,Otomys,Otomys,"Dent's vlei rat (Otomys denti) is a species of rodent in the family Muridae. It is found in Burundi, Democratic Republic of the Congo, Malawi, Tanzania, Uganda, and Zambia. Its natural habitats are subtropical or tropical moist montane forests, subtropical or tropical high-altitude shrubland, and subtropical or tropical high-altitude grassland. It is threatened by habitat loss."
Otomys irroratus,Mammalia,Rodentia,Muridae,Otomys,Otomys,"The Southern African vlei rat (Otomys irroratus) is a species of rodent in the vlei rat genus, Otomys, of the family Muridae in the order Rodentia. This is the type species of the genus. It is native to the grasslands and swamps of southern Africa where it is a common species."
Otomys angoniensis,Mammalia,Rodentia,Muridae,Otomys,Otomys,"The Angoni vlei rat (Otomys angoniensis) is a species of rodent in the family Muridae. It is found in Botswana, Kenya, Malawi, Mozambique, South Africa, Swaziland, Tanzania, Zambia, and Zimbabwe."
Otomys anchietae,Mammalia,Rodentia,Muridae,Otomys,Otomys,"The Angolan vlei rat (Otomys anchietae) is a species of rodent in the family Muridae. It is found only in Angola. Its natural habitats are dry savanna, moist savanna, and subtropical or tropical seasonally wet or flooded lowland grassland. It is threatened by habitat loss."
Nesomys rufus,Mammalia,Rodentia,Nesomyidae,Nesomys,Nesomys,The island mouse or Eastern Red Forest Rat (Nesomys rufus) is a species of rodent in the family Nesomyidae. It is found only in Madagascar.
Macrotarsomys ingens,Mammalia,Rodentia,Nesomyidae,Macrotarsomys,Macrotarsomys,The greater big-footed mouse or long-tailed big-footed mouse (Macrotarsomys ingens) is a nocturnal rodent found only in north west Madagascar. It was first described by F. Petter in 1959. It is listed as an endangered species as a result of habitat loss.
Macrotarsomys bastardi,Mammalia,Rodentia,Nesomyidae,Macrotarsomys,Macrotarsomys,The bastard big-footed mouse (Macrotarsomys bastardi) is a species of rodent in the family Nesomyidae. It is found only in Madagascar.
Hypogeomys antimena,Mammalia,Rodentia,Nesomyidae,Hypogeomys,Hypogeomys,"The Malagasy giant rat (Hypogeomys antimena), also known as the votsotsa or votsovotsa, is a nesomyid rodent found only in the Menabe region of Madagascar. It is an endangered species due to habitat loss, slow reproduction, and limited range (200 square kilometres north of Morondava, between the rivers Tomitsy and Tsiribihina) Pairs are monogamous and females bear only one or two young per year. It is the only extant species in the genus Hypogeomys; another species, Hypogeomys australis, is known from subfossil remains a few thousand years old."
Gymnuromys roberti,Mammalia,Rodentia,Nesomyidae,Gymnuromys,Gymnuromys,The voalavoanala (Gymnuromys roberti) is a species of rodent in the family Nesomyidae. It is the only species in the genus Gymnuromys. It is found only in Madagascar. Its natural habitat is subtropical or tropical dry forests.
Eliurus webbi,Mammalia,Rodentia,Nesomyidae,Eliurus,Eliurus,Webb's tufted-tailed rat (Eliurus webbi) is a species of rodent in the family Nesomyidae. It is found only in Madagascar. Its natural habitat is subtropical or tropical dry forests. It is threatened by habitat loss.
Eliurus tanala,Mammalia,Rodentia,Nesomyidae,Eliurus,Eliurus,The Tanala tufted-tailed rat (Eliurus tanala) is a species of rodent in the family Nesomyidae. It is found only in Madagascar.
Eliurus penicillatus,Mammalia,Rodentia,Nesomyidae,Eliurus,Eliurus,"The white-tipped tufted-tailed rat (Eliurus penicillatus) is a rodent endemic to Madagascar. It is known from only two specimens, one collected from Ampitambe forest in 1895 or 1896 and the second in 2000. It is listed by the International Union for Conservation of Nature (IUCN) as an endangered species due to habitat loss."
Eliurus myoxinus,Mammalia,Rodentia,Nesomyidae,Eliurus,Eliurus,The Dormouse tufted-tailed rat (Eliurus myoxinus) is a species of rodent in the family Nesomyidae. It is found only in Madagascar.
Brachyuromys ramirohitra,Mammalia,Rodentia,Nesomyidae,Brachyuromys,Brachyuromys,The gregarious short-tailed rat (Brachyuromys ramirohitra) is a species of rodent in the family Nesomyidae. It is found only in Madagascar. Its natural habitats are subtropical or tropical dry forests and subtropical or tropical dry shrubland.
Eliurus minor,Mammalia,Rodentia,Nesomyidae,Eliurus,Eliurus,The lesser tufted-tailed rat (Eliurus minor) is a species of rodent in the family Nesomyidae. It is found only in Madagascar.
Brachyuromys betsileoensis,Mammalia,Rodentia,Nesomyidae,Brachyuromys,Brachyuromys,The Betsileo short-tailed rat (Brachyuromys betsileoensis) is a species of rodent in the family Nesomyidae. It is found only in Madagascar. Its natural habitats are subtropical or tropical dry forests and subtropical or tropical dry shrubland.
Eliurus majori,Mammalia,Rodentia,Nesomyidae,Eliurus,Eliurus,Major's tufted-tailed rat (Eliurus majori) is a species of rodent in the family Nesomyidae. It is found only in Madagascar. Its natural habitat is subtropical or tropical dry forests. It is threatened by habitat loss. The species was named in honor of Swiss zoologist C. I. Forsyth Major.
Brachytarsomys albicauda,Mammalia,Rodentia,Nesomyidae,Brachytarsomys,Brachytarsomys,The white-tailed antsangy (Brachytarsomys albicauda) is a species of rodent in the family Nesomyidae. It is found only in Madagascar.
Saccostomus mearnsi,Mammalia,Rodentia,Nesomyidae,Saccostomus,Saccostomus,"Mearns's pouched mouse (Saccostomus mearnsi) is a species of rodent in the family Nesomyidae. It is found in Ethiopia, Kenya, Somalia, Tanzania, and Uganda. Its natural habitats are dry savanna, subtropical or tropical dry shrubland, hot deserts, and arable land."
Saccostomus campestris,Mammalia,Rodentia,Nesomyidae,Saccostomus,Saccostomus,"The South African pouched mouse or southern African pouched mouse (Saccostomus campestris) is a species of rodent in the family Nesomyidae, which is viewed as actually representing a complex of at least three undescribed species. It is found in southern Africa in Angola, Botswana, DR Congo, Malawi, Mozambique, Namibia, South Africa, Swaziland, Tanzania, Zambia and Zimbabwe. This species occurs in savanna woodland, as well as various other habitats, at elevations from 50 to 2000 m. It is present in arid regions of Namibia. The rodent is abundant and is tolerant of human disturbance of its habitat."
Cricetomys gambianus,Mammalia,Rodentia,Nesomyidae,Cricetomys,Cricetomys,"The Gambian pouched rat (Cricetomys gambianus), also known as the African giant pouched rat, is a nocturnal pouched rat of the giant pouched rat genus Cricetomys, and is among the largest muroids in the world, growing up to about 0.9 m long including their tail which makes up half their length. It is widespread in Sub-Saharan Africa, ranging geographically from Senegal to Kenya and from Angola to Mozambique (although it is absent from much of the DR Congo, where Emin's pouched rat is present) and in altitude from sea level to 2000 m."
Cricetomys emini,Mammalia,Rodentia,Nesomyidae,Cricetomys,Cricetomys,"Emin's pouched rat (Cricetomys emini), also known as the African pouched rat, is a large rat of the muroid superfamily. It is related to Cricetomys gambianus, the Gambian pouched rat. Both species belong to Cricetomys, the genus of the giant pouched rats."
Beamys major,Mammalia,Rodentia,Nesomyidae,Beamys,Beamys,"The greater hamster-rat, greater long-tailed pouched rat, or long-tailed pouched rat (Beamys major) is a species of rodent in the family Nesomyidae. It is found in Malawi, Tanzania, and Zambia. Its natural habitats are subtropical or tropical moist lowland forest and subtropical or tropical moist montane forest. It is threatened by habitat loss."
Beamys hindei,Mammalia,Rodentia,Nesomyidae,Beamys,Beamys,The lesser hamster-rat or long-tailed pouched rat (Beamys hindei) is a species of rodent in the family Nesomyidae. It is found in Kenya and Tanzania. Its natural habitat is subtropical or tropical moist lowland forests. It is threatened by habitat loss.
Tachyoryctes splendens,Mammalia,Rodentia,Spalacidae,Tachyoryctes,Tachyoryctes,"The northeast African mole-rat (Tachyoryctes splendens) is a species of rodent in the family Spalacidae and is found in Ethiopia, Somalia, and northwest Kenya. Its natural habitats are subtropical or tropical moist montane forests, dry savanna, high-altitude shrubland and grassland. It lives a solitary existence underground and produces a small litter of pups twice a year, in the two rainy seasons. Some taxonomic authorities lump this species, along with a number of others in the genus, in which case the English name East African mole-rat is used."
Tachyoryctes ruddi,Mammalia,Rodentia,Spalacidae,Tachyoryctes,Tachyoryctes,"Rudd's mole-rat (Tachyoryctes ruddi) is a species of rodents in the family Spalacidae. It is found in Kenya and Uganda. Its natural habitats are subtropical or tropical moist lowland forest, subtropical or tropical moist montane forest, subtropical or tropical high-altitude grassland, arable land, pastureland, plantations, and heavily degraded former forest."
Tachyoryctes ruandae,Mammalia,Rodentia,Spalacidae,Tachyoryctes,Tachyoryctes,"The Rwanda mole-rat (Tachyoryctes splendens) is a species of rodent in the family Spalacidae found in Burundi, the Democratic Republic of the Congo, and Rwanda. Its natural habitats are subtropical or tropical moist montane forests, subtropical or tropical high-altitude grassland, arable land, pastureland, plantations, rural gardens, and heavily degraded former forest."
Tachyoryctes spalacinus,Mammalia,Rodentia,Spalacidae,Tachyoryctes,Tachyoryctes,"The Embi mole-rat (Tachyoryctes spalacinus) is a species of rodents in the family Spalacidae endemic to Kenya. Its natural habitats are subtropical or tropical moist montane forests, moist savanna, arable land, pastureland, plantations, and heavily degraded former forest."
Tachyoryctes rex,Mammalia,Rodentia,Spalacidae,Tachyoryctes,Tachyoryctes,"The King African mole-rat, King mole-rat, or Alpine mole-rat, (Tachyoryctes rex) is a burrowing rodent in the genus Tachyoryctes of family Spalacidae. It only occurs high on Mount Kenya, where it is common. Originally described as a separate species related to Aberdare Mountains African mole-rat, (T. audax) in 1910, some classify it as the same species as the East African mole-rat, (T. splendens)."
Tachyoryctes naivashae,Mammalia,Rodentia,Spalacidae,Tachyoryctes,Tachyoryctes,"The Navivasha African mole-rat (Tachyoryctes naivashae) is a species of rodents in the family Spalacidae. It is endemic to Kenya. Its natural habitats are subtropical or tropical moist montane forests, moist savanna, arable land, and pastureland."
Tachyoryctes macrocephalus,Mammalia,Rodentia,Spalacidae,Tachyoryctes,Tachyoryctes,"The big-headed African mole-rat, (Tachyoryctes macrocephalus), also known as the giant root-rat, Ethiopian African mole-rat, or giant mole-rat, is a rodent species in the family Spalacidae. It is endemic to Ethiopia's Bale Mountains. Its natural habitat is subtropical or tropical high-altitude grassland, where it can reach densities of up to 2,600 individuals per square kilometre. It is threatened by habitat loss. Where the two species overlap, it is the main prey of the endangered Ethiopian wolf (Canis simensis)."
Tachyoryctes audax,Mammalia,Rodentia,Spalacidae,Tachyoryctes,Tachyoryctes,The Aberdare Mountains African African mole-rat (Tachyoryctes audax) is a species of rodents in the family Spalacidae endemic to Kenya. Its natural habitats are subtropical or tropical moist montane forests and subtropical or tropical high-altitude grassland. Some taxonomic authorities consider it to be conspecific with the East African mole-rat.
Tachyoryctes daemon,Mammalia,Rodentia,Spalacidae,Tachyoryctes,Tachyoryctes,"The demon African mole rat (Tachyoryctes daemon) is a species of rodents in the family Spalacidae found in Kenya and Tanzania. Its natural habitats are subtropical or tropical moist montane forests, moist savanna, subtropical or tropical high-altitude grassland, and arable land."
Tachyoryctes annectens,Mammalia,Rodentia,Spalacidae,Tachyoryctes,Tachyoryctes,"The Mianzini mole-rat or Mianzini African mole-rat (Tachyoryctes annectens) is a species of rodent in the family Spalacidae endemic to Kenya. Its natural habitats are dry savanna, pastureland, and rural gardens. Some taxonomic authorities consider it to be conspecific with the East African mole-rat."
Tachyoryctes ankoliae,Mammalia,Rodentia,Spalacidae,Tachyoryctes,Tachyoryctes,The Ankole mole-rat or Ankole African mole-rat (Tachyoryctes ankoliae) is a species of rodents in the family Spalacidae found in Angola and Uganda. Its natural habitats are moist savanna and arable land. Some taxonomic authorities consider it to be conspecific with the East African mole-rat.
Rhizomys sumatrensis,Mammalia,Rodentia,Spalacidae,Rhizomys,Rhizomys,"The large bamboo rat, Sumatran rat, or Indomalayan rat (Rhizomys sumatrensis) is a species of rodent in the family Spalacidae found in Cambodia, China, Indonesia, Laos, Malaysia, Myanmar, Thailand, and Vietnam. It is one of four species of bamboo rat. Individuals can reach lengths of nearly 50 cm with a 20 cm tail, and weigh up to 4 kilogram."
Rhizomys sinensis,Mammalia,Rodentia,Spalacidae,Rhizomys,Rhizomys,"The Chinese bamboo rat (Rhizomys sinensis) is a species of rodent in the family Spalacidae found in southern China, southern Myanmar, and northern Vietnam. Its habitat is bamboo thickets usually at high elevations, pine forests, and plantations."
Rhizomys pruinosus,Mammalia,Rodentia,Spalacidae,Rhizomys,Rhizomys,"The hoary bamboo rat (Rhizomys pruinosus) is a species of rodent in the family Spalacidae found in Cambodia, China, India, Laos, Malaysia, Myanmar, Thailand, and Vietnam."
Calomyscus urartensis,Mammalia,Rodentia,Calomyscidae,Calomyscus,Calomyscus,"The Urar mouse-like hamster or Azerbaijani mouse-like hamster (Calomyscus urartensis) is a medium-sized mouse-like hamster from Nakhichevan, Azerbaijan and northwestern Azarbaijan Province, Iran. It is among the better studied representatives of this poorly known genus. The initial species description was based on a unique chromosome number (2n=32; FNa=42) called a karyotype. The species status has been confirmed with other chromosomal studies and morphometric studies. The species description by Vorontsov et al. and subsequent prompted elevation of several subspecies of Calomyscus bailwardi to species status."
Cannomys badius,Mammalia,Rodentia,Spalacidae,Cannomys,Cannomys,"The lesser bamboo rat (Cannomys badius) is a species of rodent in the family Spalacidae. It is monotypic within the genus Cannomys. It is found in Bangladesh, Bhutan, Cambodia, China, India, Myanmar, Nepal, and Thailand."
Mystromys albicaudatus,Mammalia,Rodentia,Nesomyidae,Mystromys,Mystromys,"The white-tailed rat (Mystromys albicaudatus) also known as the white-tailed mouse, is the only member of the subfamily Mystromyinae in the family Nesomyidae. This species is sometimes placed in the subfamily Cricetinae due to similarities in appearance between the white-tailed rat and hamsters, but molecular phylogenetic studies have confirmed that the two groups are not closely related. The subfamily Mystromyinae is sometimes placed within the family Muridae along with all other subfamilies of muroids."
Calomyscus tsolovi,Mammalia,Rodentia,Calomyscidae,Calomyscus,Calomyscus,Tsolov's mouse-like hamster or Syrian calomyscus (Calomyscus tsolovi) is a species of rodent in the family Calomyscidae. It is endemic to Syria.
Calomyscus mystax,Mammalia,Rodentia,Calomyscidae,Calomyscus,Calomyscus,"The Great Balkhan mouse-like hamster (Calomyscus mystax) is a species of rodent in the family Calomyscidae. It is found in southwestern Turkmenistan, northern Iran and southern Azerbaijan. It was first discovered by the famed Soviet Zoologist and Ecologist, Daniil Nikolaevich Kashkarov (1878&ndash;1941) in 1925."
Calomyscus baluchi,Mammalia,Rodentia,Calomyscidae,Calomyscus,Calomyscus,The Baluchi mouse-like hamster (Calomyscus baluchi) is a species of rodent in the family Calomyscidae. It is found in Afghanistan and Pakistan.
Calomyscus bailwardi,Mammalia,Rodentia,Calomyscidae,Calomyscus,Calomyscus,"The Zagros Mountains mouse-like hamster (Calomyscus bailwardi) is a relatively little-known rodent which was the first species of mouse-like hamster to be described. The species is distributed throughout much of southern Iran, particularly in the Zagros mountains. It is also known as the Iranian mouse-like hamster, though there are several species of mouse-like hamster found in different parts of Iran."
Calomyscus hotsoni,Mammalia,Rodentia,Calomyscidae,Calomyscus,Calomyscus,"Hotson's mouse-like hamster (Calomyscus hotsoni) also known as Hotson's calomyscus or Hotson's brush-tailed mouse is a species of rodent in the family Calomyscidae. It is endemic to southwestern Pakistan and southeastern Iran (Musser and Carleton, 2005; Norris et al., 2008)."
Myospalax psilurus,Mammalia,Rodentia,Spalacidae,Myospalax,Myospalax,"The Transbaikal zokor (Myospalax psilurus) is a species of rodents in the family Spalacidae. It is found in China, Mongolia, and Russia."
Myospalax myospalax,Mammalia,Rodentia,Spalacidae,Myospalax,Myospalax,The Siberian zokor (Myospalax myospalax) is a species of rodents in the family Spalacidae. It is found in Kazakhstan and Russia.
Myospalax aspalax,Mammalia,Rodentia,Spalacidae,Myospalax,Myospalax,"The false zokor (Myospalax aspalax) is a species of rodents in the family Spalacidae. It is found in Mongolia, China and Russia."
Tscherskia triton,Mammalia,Rodentia,Cricetidae,Tscherskia,Tscherskia,The greater long-tailed hamster (Tscherskia triton) is a major crop-eating rodent that resides in Northern China. It is the only member of the genus Tscherskia. Some authorities maintain that the 15th gua of the Yi Jing (I Ching) refers repeatedly to this animal. The animal has been a major pest since ancient times and also has a habit of standing up on its rear legs and screaming loudly.
Phodopus sungorus,Mammalia,Rodentia,Cricetidae,Phodopus,Phodopus,"The Winter white dwarf hamster (Phodopus sungorus), also known as the Russian dwarf hamster, Djungarian hamster, striped dwarf hamster, Siberian hamster or Siberian dwarf hamster, is one of three species of hamster in the genus Phodopus. It is ball-shaped and typically half the size of the Syrian hamster, so is called a dwarf hamster along with all Phodopus species. Features of the Winter white hamster include a typically thick, dark grey dorsal stripe and furry feet. As winter approaches and the days shorten, the Winter white dwarf hamster's dark fur is almost entirely replaced with white fur. In captivity, this does not always happen. In the wild, they originate from the wheat fields of Kazakhstan, the meadows of Mongolia, Siberia, and the birch stands of Manchuria."
Mesocricetus raddei,Mammalia,Rodentia,Cricetidae,Mesocricetus,Mesocricetus,The Ciscaucasian hamster (Mesocricetus raddei) is a species of rodent in the family Cricetidae. It is also known as the Georgian hamster and is found only in Georgia and Russia.
Mesocricetus newtoni,Mammalia,Rodentia,Cricetidae,Mesocricetus,Mesocricetus,The Romanian hamster or Dobrudja hamster (Mesocricetus newtoni) is a species of rodent in the family Cricetidae. It is found in Bulgaria and Romania.
Phodopus roborovskii,Mammalia,Rodentia,Cricetidae,Phodopus,Phodopus,"Roborovski hamster (Phodopus roborovskii; formerly Cricetulus bedfordiae), also known as desert hamster or Robo, is the smallest of three species of hamster in the genus Phodopus, averaging under 2 cm at birth and 4.5 - 5 cm and 20 - 25 g during adulthood. Distinguishing characteristics of the Roborovskis are eyebrow-like white spots and the lack of any dorsal stripe (found on the other members of the genus Phodopus). The average lifespan for the Roborovski hamster is three years, though this is dependent on living conditions (extremes being four years in captivity and two in the wild). Roborovskis are known for their speed and have been said to run an equivalent of four human marathons each night on average."
Phodopus campbelli,Mammalia,Rodentia,Cricetidae,Phodopus,Phodopus,"Campbell's dwarf hamster (Phodopus campbelli) is a species of hamster in the genus Phodopus. It was given its common name by Oldfield Thomas in honour of Charles William Campbell, who collected the first specimen in Mongolia on July 1, 1902. It is distinguished from the closely related Djungarian hamster as it has smaller ears and no dark fur on its crown. Campbell's dwarf hamster typically has a narrow dorsal stripe compared to the Djungarian hamster and grey fur on the stomach."
Mesocricetus brandti,Mammalia,Rodentia,Cricetidae,Mesocricetus,Mesocricetus,"The Turkish hamster, Mesocricetus brandti, also referred to as Brandt's hamster, Azerbaijani hamster, or avurtlak, is a species of hamster native to Turkey, Armenia and other surrounding nations. The Turkish hamster, first catalogued in 1878, is a fairly close relative of the Syrian or golden hamster, though far less is known about it, and it is rarely kept as a pet. The population of the Turkish hamster is said to be declining in the wild, yet this hamster is often used in laboratory testing. Turkish hamsters have lifespans of about two years and are solitary, nocturnal animals, which practice hibernation. They are reported to be more aggressive than other members of the family Cricetidae. They are tan and dark, sandy brown in color. Like all hamsters, the Turkish hamster has cheek pouches that allow it to carry large amounts of food at one time."
Mesocricetus auratus,Mammalia,Rodentia,Cricetidae,Mesocricetus,Mesocricetus,"The golden hamster or Syrian hamster (Mesocricetus auratus) is a rodent belonging to the hamster subfamily Cricetinae. Their natural geographical range is limited to arid areas of northern Syria and southern Turkey. Their numbers have been declining due to a loss of habitat because of agriculture and deliberate elimination by humans. Thus, in the wild, they are now considered 'vulnerable' by the IUCN."
Cricetus cricetus,Mammalia,Rodentia,Cricetidae,Cricetus,Cricetus,"The European hamster (Cricetus cricetus), also known as the Eurasian hamster, black-bellied hamster or common hamster,   is the only species of the genus Cricetus. It is native to a large range in Eurasia, extending from Belgium to the Altai mountains and Yenisey River in Russia. Where abundant the animal is widely considered a farmland pest, and it has also been trapped for its fur. Across its global range, it is considered of least concern, but in many individual Western European countries it is considered critically endangered. Cricetus is also a monotypic genus."
Cricetulus migratorius,Mammalia,Rodentia,Cricetidae,Cricetulus,Cricetulus,"The grey dwarf hamster, grey hamster or migratory hamster (Cricetulus migratorius) is a species of rodent in the family Cricetidae. Its range extends from Eastern Europe through the Middle East, Russia and Central Asia to Mongolia and western China. The grey dwarf hamster has grey fur and a head-body length ranging from 85 to 120 mm. The International Union for Conservation of Nature has assessed its conservation status as being of ""least concern""."
Cricetulus sokolovi,Mammalia,Rodentia,Cricetidae,Cricetulus,Cricetulus,"Sokolov's dwarf hamster (Cricetulus sokolovi) is a species of rodent in the hamster and vole family Cricetidae. Previously listed as conspecific with Chinese striped hamster, it has been listed as a separate species since 1988. It has a distinctive dark stripe down its back on and otherwise grey body. It is found in China and Mongolia, and lives in burrows beneath desert shrubs."
Cricetulus kamensis,Mammalia,Rodentia,Cricetidae,Cricetulus,Cricetulus,"The Kam dwarf hamster (Cricetulus kamensis) is a species of rodent in the family Cricetidae. It is found only in the mountains of western China where it inhabits grassland, shrubby marshes and steppes. Although it has a limited range, the International Union for Conservation of Nature has assessed its conservation status as being of ""least concern""."
Cricetulus longicaudatus,Mammalia,Rodentia,Cricetidae,Cricetulus,Cricetulus,"The long-tailed dwarf hamster (Cricetulus longicaudatus) is a species of rodent in the family Cricetidae. It is found in China, Kazakhstan, Mongolia, and Russia."
Cricetulus barabensis,Mammalia,Rodentia,Cricetidae,Cricetulus,Cricetulus,"The Chinese striped hamster (Cricetulus barabensis), also known as the striped dwarf hamster, is a species of hamster. It is distributed across Northern Asia, from southern Siberia through Mongolia and northeastern China to northern North Korea. An adult Chinese striped hamster weighs 20 to 35 g, and has a body length of 72 to 116 mm with a tail of 15 to 26 mm. It is smaller and has a much shorter tail than the greater long-tailed hamster, Tscherskia triton, which inhabits much of the same range."
Cricetulus alticola,Mammalia,Rodentia,Cricetidae,Cricetulus,Cricetulus,"The Tibetan dwarf hamster (Cricetulus alticola) is a species of rodent in the family Cricetidae. It is found not only in Tibet and China, but also in India and Nepal in mountainous regions at altitudes of up to about 5200 m."
Cansumys canus,Mammalia,Rodentia,Cricetidae,Cansumys,Cansumys,"The Gansu hamster (Cansumys canus) is a species of rodent in the family Cricetidae, endemic to China. It is the only species in the genus Cansumys."
Allocricetulus eversmanni,Mammalia,Rodentia,Cricetidae,Allocricetulus,Allocricetulus,"Eversmann's hamster (Allocricetulus eversmanni) is a species of hamster in the family Cricetidae, and is one of two members of the genus Allocricetulus. It has been named after the Russian naturalist, zoologist, and explorer Eduard Friedrich Eversmann. It is endemic to Kazakhstan."
Allocricetulus curtatus,Mammalia,Rodentia,Cricetidae,Allocricetulus,Allocricetulus,"The Mongolian hamster (Allocricetulus curtatus) is a species of rodent in the family Cricetidae. It is one of two members of the genus Allocricetulus, and is found in China and Mongolia."
Steatomys pratensis,Mammalia,Rodentia,Nesomyidae,Steatomys,Steatomys,"The fat mouse (Steatomys pratensis) is a species of rodent in the family Nesomyidae. It is found in Angola, Botswana, Cameroon, Democratic Republic of the Congo, Malawi, Mozambique, Namibia, South Africa, Tanzania, Zambia, and Zimbabwe. Its natural habitats are dry savanna and subtropical or tropical dry lowland grassland."
Steatomys krebsii,Mammalia,Rodentia,Nesomyidae,Steatomys,Steatomys,"The Krebs's fat mouse (Steatomys krebsii) is a species of rodent in the family Nesomyidae. It is found in Angola, Botswana, Lesotho, Namibia, South Africa, and Zambia. Its natural habitats are Mediterranean-type shrubby vegetation and subtropical or tropical high-altitude grassland. Its name honours Georg Ludwig Engelhard Krebs (1792–1844), a German natural history collector in South Africa."
Steatomys jacksoni,Mammalia,Rodentia,Nesomyidae,Steatomys,Steatomys,The Jackson's fat mouse (Steatomys jacksoni) is a species of rodent in the family Nesomyidae. It is found in Ghana and Nigeria. Its natural habitats are arable land and.
Steatomys parvus,Mammalia,Rodentia,Nesomyidae,Steatomys,Steatomys,"The tiny fat mouse (Steatomys parvus) is a species of rodent in the family Nesomyidae. It is found in Angola, Botswana, Ethiopia, Kenya, Mozambique, Namibia, South Sudan, Tanzania, Uganda, Zambia, and Zimbabwe. Its natural habitats are subtropical or tropical dry shrubland and subtropical or tropical dry lowland grassland."
Steatomys cuppedius,Mammalia,Rodentia,Nesomyidae,Steatomys,Steatomys,"The dainty fat mouse (Steatomys cuppedius) is a species of rodent in the family Nesomyidae. It is found in Benin, Burkina Faso, Mali, Niger, Nigeria, and Senegal. Its natural habitat is subtropical or tropical dry shrubland."
Steatomys caurinus,Mammalia,Rodentia,Nesomyidae,Steatomys,Steatomys,The northwestern fat mouse (Steatomys caurinus) is a species of rodent in the family Nesomyidae. It is native to tropical West Africa where it occurs on grassland and crop land.
Malacothrix typica,Mammalia,Rodentia,Nesomyidae,Malacothrix,Malacothrix,"The gerbil mouse or Long-eared mouse (Malacothrix typica) is a species of rodent in the family Nesomyidae. It is found in Angola, Botswana, Namibia, and South Africa. Its natural habitats are dry savanna, subtropical or tropical dry shrubland, hot deserts, and temperate deserts."
Megadendromus nikolausi,Mammalia,Rodentia,Nesomyidae,Megadendromus,Megadendromus,Nikolaus's mouse (Megadendromus nikolausi) is a species of rodent in the family Nesomyidae. It is the only species in the genus Megadendromus.It is found only in Ethiopia. Its natural habitat is subtropical or tropical high-altitude shrubland. It is threatened by habitat loss.
Deomys ferrugineus,Mammalia,Rodentia,Muridae,Deomys,Deomys,The link rat (Deomys ferrugineus) is a species of rodent in the family Muridae. It is also known by the common name Congo forest mouse. It is native to central Africa.
Prionomys batesi,Mammalia,Rodentia,Nesomyidae,Prionomys,Prionomys,"Dollman's tree mouse (Prionomys batesi) is a poorly understood climbing mouse from Central Africa. It is unique enough that it has been placed in a genus of its own, Prionomys, since its discovery in 1910."
Leimacomys buettneri,Mammalia,Rodentia,Muridae,Leimacomys,Leimacomys,"The Togo mouse (Leimacomys buettneri), also known as Büttner's African forest mouse or the groove-toothed forest mouse, is a unique muroid rodent known from only two specimens taken from near the type locality of Bismarckburg, near Yege, Togo, in 1890. Its genus is monotypic."
Dendroprionomys rousseloti,Mammalia,Rodentia,Nesomyidae,Dendroprionomys,Dendroprionomys,The velvet climbing mouse (Dendroprionomys rousseloti) is a species of rodent in the family Nesomyidae. It is found only in Republic of the Congo.
Dendromus vernayi,Mammalia,Rodentia,Nesomyidae,Dendromus,Dendromus,Vernay's climbing mouse (Dendromus vernayi) is a species of rodent in the family Nesomyidae. It is found only in Angola. Its natural habitat is moist savanna.
Dendromus oreas,Mammalia,Rodentia,Nesomyidae,Dendromus,Dendromus,The Cameroon climbing mouse (Dendromus oreas) is a species of rodent in the family Nesomyidae which is endemic to the montane grasslands on three mountains in Cameroon.
Dendromus nyikae,Mammalia,Rodentia,Nesomyidae,Dendromus,Dendromus,"The Nyika climbing mouse (Dendromus nyikae) is a species of rodent in the family Nesomyidae. It is found in Angola, Democratic Republic of the Congo, Malawi, Mozambique, South Africa, Tanzania, Zambia, and Zimbabwe. Its natural habitat is moist savanna."
Dendromus mystacalis,Mammalia,Rodentia,Nesomyidae,Dendromus,Dendromus,"The chestnut climbing mouse (Dendromus mystacalis) is a species of rodent in the family Nesomyidae. It is found in Angola, Democratic Republic of the Congo, Ethiopia, Kenya, Lesotho, Malawi, Mozambique, Rwanda, South Africa, Swaziland, Tanzania, Uganda, Zambia, and Zimbabwe. Its natural habitats are dry savanna and moist savanna."
